State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
"NJ","Burlington Generating Station","2399","121",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG Fossil, LLC","PSEG Fossil, LLC","Clint M Bogan (609520)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"05/12/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","122",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"05/16/2000","Operating","464.0",
"NJ","Burlington Generating Station","2399","122",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"05/16/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","122",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"05/16/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","122",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG Fossil, LLC","PSEG Fossil, LLC","Clint M Bogan (609520)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"05/16/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","123",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/12/2000","Operating","461.0",
"NJ","Burlington Generating Station","2399","123",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/12/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","123",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/12/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","123",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG Fossil, LLC","PSEG Fossil, LLC","Clint M Bogan (609520)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/12/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","124",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/16/2000","Operating","460.0",
"NJ","Burlington Generating Station","2399","124",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/16/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","124",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/16/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","124",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG Fossil, LLC","PSEG Fossil, LLC","Clint M Bogan (609520)","Mark F Strickland (603622)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"06/16/2000","Operating","463.0",
"NJ","Burlington Generating Station","2399","14001","CP0001","2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","14001","CP0001","2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","14001","CP0001","2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","16001","CP0001","2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","16001","CP0001","2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","16001","CP0001","2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","18001","CP0001","2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","18001","CP0001","2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","18001","CP0001","2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"05/11/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","28001","CP0001","2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","28001","CP0001","2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","28001","CP0001","2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","30001","CP0001","2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","30001","CP0001","2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","30001","CP0001","2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","32001","CP0001","2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","32001","CP0001","2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","32001","CP0001","2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","34001","CP0001","2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403) (Started Jul 13, 2009)","Mark F Strickland (603622) (Started Jul 13, 2009)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","34001","CP0001","2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Burlington Generating Station","2399","34001","CP0001","2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Burlington County","NJ005","005","Electric Utility","40.0753","-74.8781","PSEG","PSEG","Richard Rebori (605403)","Mark F Strickland (603622)",,,"Combustion turbine","Diesel Oil",,,,,,"06/05/1972","Operating","810.0",
"NJ","Camden Plant Holding, LLC","10751","002001",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Camden County","NJ007","007","Cogeneration","39.9175","-75.1192","Camden Plant Holding, LLC","General Electric Company","Timothy Fagan (603621) (Started Apr 14, 2009)","Mark K Driscoll (1231) (Started Apr 14, 2009)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Other Oil",,"Selective Catalytic Reduction<br>Steam Injection",,,"03/07/1993","Operating","1358.0",
"NJ","Camden Plant Holding, LLC","10751","002001",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Camden County","NJ007","007","Cogeneration","39.9175","-75.1192","Camden Plant Holding, LLC","General Electric Company, MEG OP Co (Morris Energy Group Operating Company)","Timothy Fagan (603621)","Mark K Driscoll (1231)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Other Oil",,"Selective Catalytic Reduction<br>Steam Injection",,,"03/07/1993","Operating","1369.0",
"NJ","Camden Plant Holding, LLC","10751","002001",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Camden County","NJ007","007","Cogeneration","39.9175","-75.1192","Camden Plant Holding, LLC","MEG OP Co (Morris Energy Group Operating Company)","Timothy Fagan (603621)","Mark K Driscoll (1231)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Other Oil",,"Selective Catalytic Reduction<br>Steam Injection",,,"03/07/1993","Operating","1369.0",
"NJ","Camden Plant Holding, LLC","10751","002001",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Camden County","NJ007","007","Cogeneration","39.9175","-75.1192","Camden Plant Holding, LLC","Morris Energy Operations Co. LLC","Scott M Blair (604966)","Mark K Driscoll (1231)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Other Oil",,"Selective Catalytic Reduction<br>Steam Injection",,,"03/07/1993","Operating","1369.0",
"NJ","Carlls Corner Energy Center","2379","002001",,"2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Conectiv Atlantic Generation, LLC","Conectiv Atlantic Generation, LLC","James W Klickovich (602329) (Started Jun 12, 2009)","M Gary Helm (500539) (Started Jun 12, 2009)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/12/1973","Operating","660.0",
"NJ","Carlls Corner Energy Center","2379","002001",,"2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Calpine New Jersey Generation, LLC, Conectiv Atlantic Generation, LLC","Calpine Operating Services Company, Inc., Conectiv Atlantic Generation, LLC","James W Klickovich (602329) (Ended Sep 09, 2010)<br>Paul Ostberg (1277) (Started Sep 09, 2010)","M Gary Helm (500539) (Ended Sep 09, 2010)<br>James W Klickovich (602329) (Started Sep 09, 2010)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/12/1973","Operating","660.0",
"NJ","Carlls Corner Energy Center","2379","002001",,"2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.","Paul Ostberg (1277)","James W Klickovich (602329)<br>James W Klickovich (602329) (Started Sep 06, 2011)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/12/1973","Operating","660.0",
"NJ","Carlls Corner Energy Center","2379","002001",,"2020","CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.","Paul Ostberg (1277)","Patrick Blanchard (1082)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/12/1973","Operating","680.0",
"NJ","Carlls Corner Energy Center","2379","003001",,"2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Conectiv Atlantic Generation, LLC","Conectiv Atlantic Generation, LLC","James W Klickovich (602329) (Started Jun 12, 2009)","M Gary Helm (500539) (Started Jun 12, 2009)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/30/1973","Operating","660.0",
"NJ","Carlls Corner Energy Center","2379","003001",,"2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Calpine New Jersey Generation, LLC, Conectiv Atlantic Generation, LLC","Calpine Operating Services Company, Inc., Conectiv Atlantic Generation, LLC","James W Klickovich (602329) (Ended Sep 09, 2010)<br>Paul Ostberg (1277) (Started Sep 09, 2010)","M Gary Helm (500539) (Ended Sep 09, 2010)<br>James W Klickovich (602329) (Started Sep 09, 2010)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/30/1973","Operating","660.0",
"NJ","Carlls Corner Energy Center","2379","003001",,"2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.","Paul Ostberg (1277)","James W Klickovich (602329)<br>James W Klickovich (602329) (Started Sep 06, 2011)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/30/1973","Operating","660.0",
"NJ","Carlls Corner Energy Center","2379","003001",,"2020","CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Cumberland County","NJ011","011","Electric Utility","39.4547","-75.2011","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.","Paul Ostberg (1277)","Patrick Blanchard (1082)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/30/1973","Operating","680.0",
"NJ","Carneys Point","10566","1001",,"2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Salem County","NJ033","033","Electric Utility","39.6928","-75.4867","Chambers Cogeneration, LP","Chambers Cogeneration, LP","Steven DiCarlo (601496) (Started Feb 20, 2009)","Lauren E Hassenplug (603321) (Started Feb 20, 2009)",,,"Dry bottom wall-fired boiler","Coal","Diesel Oil, Residual Oil","Dry Lime FGD","Selective Catalytic Reduction","Baghouse",,"03/01/1994","Operating","1583.0",
"NJ","Carneys Point","10566","1001",,"2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Salem County","NJ033","033","Electric Utility","39.6928","-75.4867","Chambers Cogeneration, LP","Chambers Cogeneration, LP","Steven DiCarlo (601496) (Ended Oct 06, 2010)<br>Brian Biagi (605977) (Started Oct 06, 2010)","Lauren E Hassenplug (603321)",,,"Dry bottom wall-fired boiler","Coal","Diesel Oil, Residual Oil","Dry Lime FGD","Selective Catalytic Reduction","Baghouse",,"03/01/1994","Operating","1583.0",
"NJ","Carneys Point","10566","1001",,"2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Salem County","NJ033","033","Electric Utility","39.6928","-75.4867","Chambers Cogeneration, LP","Chambers Cogeneration, LP","Brian Biagi (605977) (Ended Jul 26, 2011)<br>Steven DiCarlo (601496) (Started Jul 26, 2011)","Lauren E Hassenplug (603321)",,,"Dry bottom wall-fired boiler","Coal","Diesel Oil, Residual Oil","Dry Lime FGD","Selective Catalytic Reduction","Baghouse",,"03/01/1994","Operating","1583.0",
